NID,Time,EventName,DisasterType,DisasterSubType,Coordinate,Lon,Lat,C_Name,T_Name,Address,situation,DeathNo,MissingNo,InjuredNo,TrappedNo,ShelterNo,CaseStatus,GeometryType,SourceType,CaseInformer,nTWD97_X,nTWD97_Y,WriteDateTime
147771,2016-9-27 18:58,梅姬颱風,基礎設施災情,電信停話,"121.775489659526,24.6850120855591",121.77549,24.685012,宜蘭縣,羅東鎮  ,宜蘭縣羅東鎮,竹林里復興路二段電話線路中斷 請進數派員修復,0,0,0,0,0,待處理,點,災情查報WEB,,328477.88,2731111.49,42640.83681
147787,2016-9-27 18:57,梅姬颱風,基礎設施災情,電力停電,"121.214578,24.875299",121.214578,24.875299,桃園市,龍潭區  ,桃園市龍潭區烏樹林里23鄰中豐路162巷9號,烏樹林里中豐路１６２巷１１０號１６２巷７３弄６６號周邊停電,0,0,0,0,0,處理中,點,災情查報GIS,,271681.35,2751982.65,42640.83681
147788,2016-9-27 18:56,梅姬颱風,基礎設施災情,電力停電,"120.613329,24.149714",120.613329,24.149714,臺中市,南屯區  ,臺中市南屯區向上路五段102號,停電,0,0,0,0,0,處理中,點,災情查報WEB,,210704.92,2671657.93,42640.83681
147790,2016-9-27 18:56,梅姬颱風,基礎設施災情,電力停電,"120.724473,24.14435",120.724473,24.14435,臺中市,太平區  ,臺中市太平區大源四街18號, 陳情人表示該址周遭為豐年社區，大量住戶停電，建請儘速修復 ,0,0,0,0,0,未指派,點,災情查報WEB,,221998.73,2671037.17,42640.8375
147796,2016-9-27 18:56,梅姬颱風,基礎設施災情,電力停電,"120.4471049,23.4723054",120.447105,23.472305,嘉義市,東區   ,嘉義市東區台斗街75巷42號因停電有一名往生者冰庫無電,往生者冰庫無電可用請幫忙,0,0,0,0,0,待處理,點,網路災情通報APP,,193519.97,2596692.99,42640.8375
147799,2016-9-27 18:55,梅姬颱風,基礎設施災情,電力停電,"120.638279,24.22411",120.638279,24.22411,臺中市,大雅區  ,臺中市大雅區秀山里,上山路184號、秀山一路、秀山二路、秀山路190號到337號、平和南路39號附近,0,0,0,0,0,未指派,點,災情查報WEB,,213261.78,2679890.61,42640.8375
147800,2016-9-27 18:55,梅姬颱風,基礎設施災情,電力停電,"120.612518,24.149688",120.612518,24.149688,臺中市,南屯區  ,臺中市南屯區保安六街143號,停電,0,0,0,0,0,處理中,點,災情查報WEB,,210622.49,2671655.28,42640.8375
147801,2016-9-27 18:55,梅姬颱風,基礎設施災情,電力停電,"120.305151,23.565975",120.305151,23.565975,雲林縣,北港鎮  ,雲林縣北港鎮東陽里防汛道路,雲林縣北港鎮東陽里防汛道路至公館里全面停電,0,0,0,0,0,處理中,點,災情查報WEB,,179068.69,2607129.41,42640.8375
147802,2016-9-27 18:55,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,楊梅區金山街251號,案件編號:00423148主旨:楊梅區-停電問題內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映楊梅區金山街251號，有停電問題，煩請相關單位協處。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.8375
147806,2016-9-27 18:55,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,中壢區莊敬路848巷20號,案件編號:00423146主旨:停電-中壢區內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映中壢區莊敬路848巷20號附近，因颱風影響民眾表示疑似附近水塔掉落砸到電線倒致停電(電桿編號:環中分線13號右22B3024HA83)，煩請協處。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.8375
147812,2016-9-27 18:54,梅姬颱風,基礎設施災情,電力停電,"121.05012059211731,24.836098990405716",121.050121,24.836099,新竹縣,新埔鎮  ,新竹縣新埔鎮上寮里,新埔鎮義民路二段315巷22弄約5戶停電，電號枋寮高幹38右之1疑似跳電，E0595DD04,0,0,0,0,0,待處理,點,災情查報WEB,,255065.86,2747624.72,42640.8375
147813,2016-9-27 18:54,梅姬颱風,基礎設施災情,電力停電,"120.656584,24.226823",120.656584,24.226823,臺中市,大雅區  ,臺中市大雅區神林南路129巷,停電,0,0,0,0,0,未指派,點,災情查報WEB,,215121.68,2680186.39,42640.8375
147815,2016-9-27 18:54,梅姬颱風,基礎設施災情,電力停電,"120.259555668116,22.7446231114602",120.259556,22.744623,高雄市,梓官區  ,高雄市梓官區茄冬里嘉好路64巷90號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,173951.83,2516194.94,42640.8375
147818,2016-9-27 18:54,梅姬颱風,基礎設施災情,電力停電,"120.453681601014,22.5133647845328",120.453682,22.513365,屏東縣,新園鄉  ,屏東縣新園鄉,新園鄉共和村光復路166-1號附近停電,0,0,0,0,0,處理中,點,災情查報WEB,,193796.31,2490500.83,42640.8375
147819,2016-9-27 18:54,梅姬颱風,基礎設施災情,電力停電,"120.280538,22.643902",120.280538,22.643902,高雄市,鼓山區  ,高雄市鼓山區厚生里,鼓山區厚生里停電,0,0,0,0,0,待處理,點,災情查報WEB,,176052.88,2505030.98,42640.8375
147822,2016-9-27 18:54,梅姬颱風,基礎設施災情,電力停電,"120.607954,24.107731",120.607954,24.107731,臺中市,烏日區  ,臺中市烏日區中山路三段青仔巷115號,14:00停電至現在未供電，建請協助,0,0,0,0,0,未指派,點,災情查報WEB,,210145.68,2667009.8,42640.8375
147823,2016-9-27 18:53,梅姬颱風,基礎設施災情,電力停電,"120.176542,23.235171",120.176542,23.235171,臺南市,學甲區  ,臺南市學甲區中山路183號,附近均停電(吳小姐0965644762),0,0,0,0,0,待處理,點,災情查報WEB,,165730.37,2570563.6,42640.8375
147824,2016-9-27 18:53,梅姬颱風,基礎設施災情,電力停電,"120.260772,22.747622",120.260772,22.747622,高雄市,梓官區  ,高雄市梓官區大舍里大舍西路二巷13號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,174078.41,2516526.4,42640.8375
147825,2016-9-27 18:53,梅姬颱風,基礎設施災情,電力停電,"120.276675,22.661011",120.276675,22.661011,高雄市,鼓山區  ,高雄市鼓山區自強里,鼓山區自強里停電,0,0,0,0,0,待處理,點,災情查報WEB,,175665.04,2506927.46,42640.8375
147830,2016-9-27 18:53,梅姬颱風,基礎設施災情,電力停電,"120.277844,22.657815",120.277844,22.657815,高雄市,鼓山區  ,高雄市鼓山區建國里,鼓山區建國里停電,0,0,0,0,0,待處理,點,災情查報WEB,,175783.46,2506572.97,42640.8375
147834,2016-9-27 18:52,梅姬颱風,基礎設施災情,電力停電,"120.279062,22.66333",120.279062,22.66333,高雄市,鼓山區  ,高雄市鼓山區民族里,鼓山區民族里停電,0,0,0,0,0,待處理,點,災情查報WEB,,175911.6,2507183.07,42640.8375
147840,2016-9-27 18:52,梅姬颱風,基礎設施災情,電力停電,"120.34457,22.732564",120.34457,22.732564,高雄市,大社區  ,高雄市大社區大社里大社路,大社里林英陸里長通報，本區保安里、大社里多數地區中午開始停電，下午約5時至6時復電，至6時30分再次停電，請台電公司派員修繕。,0,0,0,0,0,待處理,點,災情查報WEB,,182677.7,2514818.45,42640.8375
147841,2016-9-27 18:52,梅姬颱風,基礎設施災情,電力停電,"120.35974,22.512772",120.35974,22.512772,高雄市,小港區  ,高雄市小港區鳳鳴里,鳳鳴里目前全里停電,0,0,0,0,0,待處理,點,災情查報WEB,,184131.31,2490473.51,42640.8375
147842,2016-9-27 18:52,梅姬颱風,基礎設施災情,電力停電,"120.735195644751,24.2501477639722",120.735196,24.250148,臺中市,豐原區  ,臺中市豐原區朴子街17，21，23號,整排停電,0,0,0,0,0,未指派,點,災情查報WEB,,223110.65,2682752.26,42640.8375
161899,2016-9-27 18:52,梅姬颱風,基礎設施災情,電信停話,"120.166961,22.999985",120.166961,22.999985,臺南市,安平區  ,臺南市安平區安北路42號至1OO巷,停電(已通知台電),0,0,0,0,0,待處理,點,災情查報WEB,,164601.16,2544524.05,42641.54444
161900,2016-9-27 18:52,梅姬颱風,基礎設施災情,電力停電,"121.44810,25.09353",121.4481,25.09353,新北市,五股區  ,五股區新城三路15號,五股區新城三路15號，該處不知名原因停電，請相關單位妥處。,0,0,0,0,0,已處理,點,自建系統,,295197.21,2776212.14,42641.54444
147843,2016-9-27 18:51,梅姬颱風,基礎設施災情,電力停電,"120.64618,24.222302",120.64618,24.222302,臺中市,大雅區  ,臺中市大雅區永和路141之11號,臺中市大雅區永和路141之11號整條路停電,0,0,0,0,0,未指派,點,災情查報WEB,,214063.74,2679688.32,42640.8375
147845,2016-9-27 18:51,梅姬颱風,基礎設施災情,電力停電,"120.45069,23.49277",120.45069,23.49277,嘉義市,東區   ,嘉義市東區中庄里台斗街75巷42號,"東區台斗街75巷42號里民反映因家中有人過世,目前冰櫃因停電而無運作,希望能先復電讓冰櫃能運作",0,0,0,0,0,待處理,點,災情查報WEB,,193894.87,2598957.91,42640.8375
147847,2016-9-27 18:51,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,音區富林里七賢1街33號,案件編號:00423145主旨:停電問題-觀音區內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映觀音區富林里七賢1街33號，有停電問題，煩請相關單位協處。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.8375
147848,2016-9-27 18:51,梅姬颱風,基礎設施災情,電力停電,"120.378186,22.568591",120.378186,22.568591,高雄市,小港區  ,高雄市小港區松山里松光街、松樂街、松福街、松華路485巷及高松路（路橋附近）,松山里松光街、松樂街、松福街、松華路485巷及高松路（路橋附近）又停電了,0,0,0,0,0,待處理,點,災情查報WEB,,186054.77,2496646.41,42640.8375
147849,2016-9-27 18:51,梅姬颱風,基礎設施災情,電力停電,"120.29942,22.894253",120.29942,22.894253,高雄市,阿蓮區  ,高雄市阿蓮區中路里,中路里全里約700多戶停電，高12線路樹傾倒,0,0,0,0,0,待處理,點,災情查報WEB,,178124.86,2532744.48,42640.8375
147851,2016-9-27 18:51,梅姬颱風,基礎設施災情,電力停電,"120.626279408128,24.1838579444945",120.626279,24.183858,臺中市,西屯區  ,臺中市西屯區智慧街93號,表示有小孩受困於房子內，因停電無法開啟鐵門，導致家人無法進入，煩請協助處理儘速恢復供電。,0,0,0,0,0,未指派,點,災情查報WEB,,212031.1,2675435.85,42640.8375
147856,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"120.651789,24.108288",120.651789,24.108288,臺中市,南區   ,臺中市南區福田二街357號,整棟公寓大樓皆停電，從中午十二點多通報至今尚未復電，煩請儘速協處。,0,0,0,0,0,未指派,點,災情查報WEB,,214602.02,2667059.73,42640.8375
147859,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,楊驒觀,案件編號:00423144主旨:停電內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映龜山區大同路120巷，整個大同路都是停電狀況，要求盡快搶救，煩請相關單位協處。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.8375
147860,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"120.185604,22.932246",120.185604,22.932246,臺南市,南區   ,臺南市南區萬年六街229號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,166470.82,2537011.87,42640.8375
147863,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"120.9549531340599,24.729615658507097",120.954953,24.729616,新竹縣,寶山鄉  ,新竹縣寶山鄉寶斗村7鄰寶新路292號,寶新路三段，新城到寶斗整個停電,0,0,0,0,0,待處理,點,災情查報WEB,,245443.07,2735830.6,42640.8375
147866,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,蘆竹區龍安街二段1459巷30弄17號,案件編號:00423143主旨:停電內文：(1999無email，不清楚可與民眾電話聯繫)民眾通報電，蘆竹區龍安街二段1459巷30弄17號，煩請相關單位協處,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.8375
147868,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"120.354828,22.725162",120.354828,22.725162,高雄市,大社區  ,高雄市大社區觀音里大新路150號,民眾通報，本區觀音里大新路150號一帶自下午4時50分起停電，請台電公司派員修繕。,0,0,0,0,0,待處理,點,災情查報WEB,,183727.81,2513994.18,42640.8375
147869,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"120.356658,22.724393",120.356658,22.724393,高雄市,大社區  ,高雄市大社區文華路40號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,183915.43,2513908.21,42640.8375
147870,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"120.533779883322,22.6457689500213",120.53378,22.645769,屏東縣,麟洛鄉  ,屏東縣麟洛鄉,麟洛鄉田心村中正路410號停電,0,0,0,0,0,處理中,點,災情查報WEB,,202082.53,2505134.02,42640.8375
161902,2016-9-27 18:50,梅姬颱風,基礎設施災情,電力停電,"121.42603,24.98956",121.42603,24.98956,新北市,板橋區  ,板橋區溪崑二街96巷,板橋區溪崑二街96巷，颱風造成停電從下午開始就沒電，請相關單位妥處。,0,0,0,0,0,已處理,點,自建系統,,293007.36,2764688.76,42641.54514
147872,2016-9-27 18:49,梅姬颱風,基礎設施災情,電力停電,"120.393251931851,22.503186318326",120.393252,22.503186,高雄市,林園區  ,高雄市林園區港仔埔段,港仔埔段中坑門小段231號(只有地號沒有門牌),0,0,0,0,0,待處理,點,災情查報WEB,,187574.75,2489397.71,42640.8375
147874,2016-9-27 18:49,梅姬颱風,基礎設施災情,電力停電,"120.249498,22.735698",120.249498,22.735698,高雄市,梓官區  ,高雄市梓官區赤崁南路保生二巷,停電,0,0,0,0,0,待處理,點,災情查報WEB,,172913.8,2515211.8,42640.8375
147875,2016-9-27 18:49,梅姬颱風,基礎設施災情,電力停電,"120.629546,24.353058",120.629546,24.353058,臺中市,大甲區  ,臺中市大甲區頂店里中山路一段1008之2號,已停電許久,0,0,0,0,0,處理中,點,災情查報WEB,,212412.78,2694174.3,42640.8375
147877,2016-9-27 18:49,梅姬颱風,基礎設施災情,電力停電,"120.625527,24.207362",120.625527,24.207362,臺中市,大雅區  ,臺中市大雅區永和路上周圍,該處停電，煩請協處。,0,0,0,0,0,未指派,點,災情查報WEB,,211961.63,2678039.16,42640.8375
147878,2016-9-27 18:49,梅姬颱風,基礎設施災情,電力停電,"120.267645,23.003704",120.267645,23.003704,臺南市,永康區  ,臺南市永康區大灣三街57巷20號附近,停電,0,0,0,0,0,待處理,點,災情查報WEB,,174925.24,2544880.79,42640.8375
147882,2016-9-27 18:48,梅姬颱風,基礎設施災情,電力停電,"120.70139,24.1449",120.70139,24.1449,臺中市,東區   ,臺中市東區十甲北一街36.38.38-1號,有民眾需靠電力維生.請儘速恢復供電,0,0,0,0,0,未指派,點,災情查報WEB,,219652.96,2671102.88,42640.8375
147893,2016-9-27 18:48,梅姬颱風,基礎設施災情,電力停電,"120.627844,24.11352",120.627844,24.11352,臺中市,南屯區  ,臺中市南屯區楓樹里楓樹西街,附近一帶，中午開始停電,0,0,0,0,0,未指派,點,災情查報WEB,,212169.36,2667645.43,42640.8375
147894,2016-9-27 18:48,梅姬颱風,基礎設施災情,電力停電,"120.406573,22.482946",120.406573,22.482946,高雄市,林園區  ,高雄市林園區北汕二街120號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,188936.43,2487151.01,42640.8375
147896,2016-9-27 18:48,梅姬颱風,基礎設施災情,電力停電,"121.44631,25.08812",121.44631,25.08812,新北市,五股區  ,五股區芳洲八路,五股區芳洲八路，該處有大範圍停電，陳情人表示該區域一直有復電，再停電之情況，故要求相關單位儘速前往並確實處理該況，請相關單位妥處。,0,0,0,0,0,處理中,點,自建系統,,295018.64,2775612.3,42640.8375
147897,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.718428,24.125797",120.718428,24.125797,臺中市,太平區  ,臺中市太平區中平路173號附近,停電，因系統定位不到，詳細地址在太平區太平二十二街80號。,0,0,0,0,0,未指派,點,災情查報WEB,,221380.25,2668983.64,42640.8375
147898,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.184772,22.921121",120.184772,22.921121,臺南市,南區   ,臺南市南區明興路1425巷,該巷內停電，里民反映電桶爆了,0,0,0,0,0,待處理,點,災情查報WEB,,166378.66,2535780.37,42640.8375
147899,2016-9-27 18:47,梅姬颱風,基礎設施災情,自來水停水,"120.479332,22.883527",120.479332,22.883527,高雄市,旗山區  ,高雄市旗山區太平里旗新街2巷,停水,0,0,0,0,0,待處理,點,災情查報WEB,,196578.93,2531480.21,42640.8375
147900,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.698607,24.151071",120.698607,24.151071,臺中市,東區   ,臺中市東區東光路218號,住戶無電可用，煩請協處,0,0,0,0,0,未指派,點,災情查報WEB,,219371.6,2671786.93,42640.8375
147901,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.388678,22.563579",120.388678,22.563579,高雄市,小港區  ,高雄市小港區大坪里大平路，大潭，大房，後厝路,大坪里大平路，大潭，大房，後厝路全停電,0,0,0,0,0,待處理,點,災情查報WEB,,187131.48,2496086.97,42640.8375
147903,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.44128060340881,23.72063100112738",120.441281,23.720631,雲林縣,虎尾鎮  ,雲林縣虎尾鎮安溪里1鄰48之13號,安溪里多戶停電,0,0,0,0,0,處理中,點,災情查報WEB,,193032.35,2624196.11,42640.8375
147911,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.355752,22.724495",120.355752,22.724495,高雄市,大社區  ,高雄市大社區自由路35號,大社區自由路35號周邊停電,0,0,0,0,0,待處理,點,災情查報WEB,,183822.41,2513919.91,42640.8375
147913,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.580248,22.662855",120.580248,22.662855,屏東縣,內埔鄉  ,屏東縣內埔鄉建興村建興路,內埔鄉建興村建興路139號停電,0,0,0,0,0,處理中,點,災情查報WEB,,206863.87,2507011.74,42640.8375
161904,2016-9-27 18:47,梅姬颱風,基礎設施災情,電力停電,"120.874174,24.240006",120.874174,24.240006,臺中市,東勢區  ,臺中市東勢區隆興里麻竹坑8號,臺中市東勢區隆興里麻竹坑8號停電,0,0,0,0,0,處理中,點,災情查報WEB,,237222.11,2681609.28,42641.54583
147919,2016-9-27 18:46,梅姬颱風,基礎設施災情,電力停電,"120.695735,24.178202",120.695735,24.178202,臺中市,北屯區  ,臺中市北屯區柳陽東街125號,住戶無電可用，煩請協處,0,0,0,0,0,未指派,點,災情查報WEB,,219086.27,2674792.34,42640.8375
147923,2016-9-27 18:46,梅姬颱風,基礎設施災情,電力停電,"120.22324,22.916355",120.22324,22.916355,臺南市,仁德區  ,臺南市仁德區行大路26號,附近均停電，民眾辦喪事，因怕大體沒冷氣會腐敗，急需發電機(蔡小姐0915931221),0,0,0,0,0,待處理,點,災情查報WEB,,170321.87,2535231.23,42640.8375
147925,2016-9-27 18:46,梅姬颱風,基礎設施災情,電力停電,"120.709588,24.210442",120.709588,24.210442,臺中市,潭子區  ,臺中市潭子區潭興路二段373號,臺中市潭子區潭興路二段373號大樓停電,0,0,0,0,0,未指派,點,災情查報WEB,,220501.18,2678359.95,42640.8375
147929,2016-9-27 18:46,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,整條大溪區仁和六街50巷,案件編號:00423140主旨:停電內文：(1999無email，不清楚可與民眾電話聯繫)整條大溪區仁和六街50巷都停電，民眾希望盡快恢復供電，煩請相關單位協處。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.8375
147931,2016-9-27 18:46,梅姬颱風,基礎設施災情,電力停電,"120.53256,24.271399",120.53256,24.271399,臺中市,梧棲區  ,臺中市梧棲區臨港路四段908號,10:30停電至現在未供電，建請協助,0,0,0,0,0,未指派,點,災情查報WEB,,202541.82,2685159.9,42640.8375
147934,2016-9-27 18:45,梅姬颱風,基礎設施災情,電力停電,"120.613135,24.153847",120.613135,24.153847,臺中市,南屯區  ,臺中市南屯區五權西路三段165號,停電,0,0,0,0,0,未指派,點,災情查報WEB,,210686.47,2672115.72,42640.8375
147935,2016-9-27 18:45,梅姬颱風,基礎設施災情,電力停電,"120.481942599853,22.6665128127316",120.481943,22.666513,屏東縣,屏東市  ,屏東縣屏東市,民生派出所附近停電,0,0,0,0,0,處理中,點,災情查報WEB,,196762.68,2507448.64,42640.8375
147936,2016-9-27 18:45,梅姬颱風,基礎設施災情,電力停電,"120.390567,22.562861",120.390567,22.562861,高雄市,小港區  ,高雄市小港區坪頂里永和街，新厝路,坪頂里永和街，新厝路又斷電,0,0,0,0,0,待處理,點,災情查報WEB,,187325.43,2496006.67,42640.8375
147937,2016-9-27 18:45,梅姬颱風,基礎設施災情,電力停電,"120.354431,22.734966",120.354431,22.734966,高雄市,大社區  ,高雄市大社區大社里大吉路186巷26號,民眾通報，本區大社里大吉路186巷一帶自下午1時起停電，請台電公司派員修繕。,0,0,0,0,0,待處理,點,災情查報WEB,,183691.76,2515079.99,42640.8375
147940,2016-9-27 18:45,梅姬颱風,基礎設施災情,電力停電,"120.2802300453186,22.663600971178912",120.28023,22.663601,高雄市,鼓山區  ,高雄市鼓山區民族里12鄰葆禎路239巷6號,葆楨路257巷停電,0,0,0,0,0,待處理,點,災情查報WEB,,176031.78,2507212.49,42640.8375
147952,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"120.33904,22.706619",120.33904,22.706619,高雄市,仁武區  ,高雄市仁武區竹後里竹門巷32號,竹後里竹門巷32號附近停電,0,0,0,0,0,待處理,點,災情查報WEB,,182096.87,2511947.98,42640.8375
147955,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"120.723501,24.244152",120.723501,24.244152,臺中市,豐原區  ,臺中市豐原區圓環東路336巷,停電(林俊茂25286251),0,0,0,0,0,未指派,點,災情查報WEB,,221921.8,2682090.51,42640.83819
147956,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"120.367209,22.508836",120.367209,22.508836,高雄市,林園區  ,高雄市林園區大安路6巷16號,停電。,0,0,0,0,0,待處理,點,災情查報WEB,,184897.88,2490034.4,42640.83819
147957,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"120.70811,24.174416",120.70811,24.174416,臺中市,北屯區  ,臺中市北屯區旱溪西路三段286巷51號,停電,0,0,0,0,0,未指派,點,災情查報WEB,,220342.72,2674370.36,42640.83819
147959,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"120.988479,24.875127",120.988479,24.875127,新竹縣,新豐鄉  ,新竹縣新豐鄉松柏村莊敬街58巷27弄,停電,0,0,0,0,0,待處理,點,災情查報WEB,,248835.9,2751946.57,42640.83819
147964,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"120.356823,22.6247",120.356823,22.6247,高雄市,鳳山區  ,高雄市鳳山區中山路223號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,183884.6,2502868.79,42640.83819
147966,2016-9-27 18:44,梅姬颱風,基礎設施災情,自來水停水,"120.48547,22.885843",120.48547,22.885843,高雄市,旗山區  ,高雄市旗山區大德里中華路596號,停水,0,0,0,0,0,待處理,點,災情查報WEB,,197209.61,2531734.46,42640.83819
147969,2016-9-27 18:44,梅姬颱風,基礎設施災情,電力停電,"121.220979,24.853388",121.220979,24.853388,桃園市,龍潭區  ,桃園市龍潭區上華里2鄰大順路1號,全線停電,0,0,0,0,0,處理中,點,災情查報GIS,,272332.05,2749556.81,42640.83819
147973,2016-9-27 18:43,梅姬颱風,基礎設施災情,電力停電,"120.700628472618,22.7865472979102",120.700628,22.786547,屏東縣,三地門鄉 ,屏東縣三地門鄉,三地門鄉三地村全村停電,0,0,0,0,0,處理中,點,災情查報WEB,,219262.6,2520678.3,42640.83819
147977,2016-9-27 18:43,梅姬颱風,基礎設施災情,電力停電,"120.555819,24.241294",120.555819,24.241294,臺中市,梧棲區  ,臺中市梧棲區文明街66巷2-18號,下午2點開始停電，建請協處,0,0,0,0,0,未指派,點,災情查報WEB,,204892.67,2681817.96,42640.83819
147978,2016-9-27 18:43,梅姬颱風,基礎設施災情,電力停電,"120.673582,24.251132",120.673582,24.251132,臺中市,神岡區  ,臺中市神岡區中山路851巷35弄,整條巷包含路燈都不亮，煩請協處。,0,0,0,0,0,未指派,點,災情查報WEB,,216854.36,2682874.51,42640.83819
147980,2016-9-27 18:43,梅姬颱風,基礎設施災情,電力停電,"120.445361,23.45675",120.445361,23.45675,嘉義市,西區   ,嘉義市西區南京東街73號,光路里_南京東街73號以後門牌號,0,0,0,0,0,待處理,點,災情查報WEB,,193335.18,2594971.03,42640.83819
147988,2016-9-27 18:42,梅姬颱風,基礎設施災情,電力停電,"120.693863,24.177133",120.693863,24.177133,臺中市,北屯區  ,臺中市北屯區松安里柳陽西街,松安里柳陽西街、遼寧路同一線路仍未復電,0,0,0,0,0,未指派,點,災情查報WEB,,218895.81,2674674.36,42640.83819
147994,2016-9-27 18:42,梅姬颱風,基礎設施災情,電力停電,"120.378186,22.568591",120.378186,22.568591,高雄市,小港區  ,高雄市小港區松山里松光街,松光街又停電,0,0,0,0,0,待處理,點,災情查報WEB,,186054.77,2496646.41,42640.83819
147999,2016-9-27 18:41,梅姬颱風,基礎設施災情,電力停電,"120.254291,22.741863",120.254291,22.741863,高雄市,梓官區  ,高雄市梓官區赤東里赤崁東路218巷及164巷,停電,0,0,0,0,0,待處理,點,災情查報WEB,,173409.55,2515892.01,42640.83819
148001,2016-9-27 18:41,梅姬颱風,基礎設施災情,電力停電,"120.621709,24.116986",120.621709,24.116986,臺中市,南屯區  ,臺中市南屯區文心時接37-1~15號、寶山二街62~88號、東光2期,停電,0,0,0,0,0,處理中,點,災情查報WEB,,211546.75,2668030.96,42640.83819
148005,2016-9-27 18:41,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,大溪區仁和路二段509巷21弄30號,案件編號:00423138主旨:停電-大溪區內文：(1999無email，可電話與民眾連繫)民眾反映大溪區仁和路二段509巷21弄30號，整個社區、路燈都沒有電，煩請相關權責單位協助處理。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.83819
148007,2016-9-27 18:41,梅姬颱風,基礎設施災情,自來水停水,"120.482217,22.88264",120.482217,22.88264,高雄市,旗山區  ,高雄市旗山區大德里旗新街87號,停水,0,0,0,0,0,待處理,點,災情查報WEB,,196874.6,2531380.95,42640.83819
148010,2016-9-27 18:41,梅姬颱風,基礎設施災情,電力停電,"120.724113,24.206028",120.724113,24.206028,臺中市,潭子區  ,臺中市潭子區豐興路二段42巷,臺中市潭子區豐興路二段42巷停電,0,0,0,0,0,未指派,點,災情查報WEB,,221975.61,2677868.11,42640.83819
148013,2016-9-27 18:40,梅姬颱風,基礎設施災情,電力停電,"120.671202,24.132066",120.671202,24.132066,臺中市,西區   ,臺中市西區自由路一段19號,該址附近下午14:00左右停電至今，建請儘速修復 ,0,0,0,0,0,未指派,點,災情查報WEB,,216581.67,2669688.39,42640.83819
148014,2016-9-27 18:40,梅姬颱風,基礎設施災情,電力停電,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,八德區忠勇街整條,案件編號:00423137主旨:停電問題-八德區內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映八德區忠勇街整條，有停電問題，煩請相關單位協處。,0,0,0,0,0,處理中,點,縣市1999,,301906.44,2775800.73,42640.83819
