NID,Time,EventName,DisasterType,DisasterSubType,Lon,Lat,C_Name,T_Name,situation
159438,2016-9-27 22:49,梅姬颱風,民生、基礎設施災情,電力停電,121.40756,25.00352,新北市,樹林區  ,樹林區光興街，該處有大範圍停電，要求相關單位儘速前往處理，請相關單位妥處。
159440,2016-9-27 22:48,梅姬颱風,民生、基礎設施災情,電力停電,121.438195,23.323919,臺東縣,長濱鄉  ,2016/09/27 22:48:56 - 家中停電媽媽需要維持呼吸氣的電源，現使用發電機，沒辦法維持太久。詢問何時復電。
159441,2016-9-27 22:48,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.711918,24.140548,臺中市,太平區  ,電線火花
159442,2016-9-27 22:48,梅姬颱風,民生、基礎設施災情,電力停電,120.328783,22.671162,高雄市,三民區  ,電筒爆炸停電
159443,2016-9-27 22:48,梅姬颱風,民生、基礎設施災情,電力停電,120.642794,23.831948,南投縣,名間鄉  ,停電
159445,2016-9-27 22:48,梅姬颱風,積淹水災情,道路積淹水,120.175234,23.050048,臺南市,安南區  ,道路積水
159450,2016-9-27 22:48,梅姬颱風,民生、基礎設施災情,電力停電,121.719138,25.147888,基隆市,中山區  ,大慶大城社區整區停電
159454,2016-9-27 22:47,梅姬颱風,民生、基礎設施災情,電力停電,120.547876,24.247587,臺中市,梧棲區  ,梧棲區信義街12號，附近一帶停電。
159455,2016-9-27 22:47,梅姬颱風,積淹水災情,地區積淹水,120.191456,23.026847,臺南市,安南區  ,兩條巷子皆淹水
159456,2016-9-27 22:47,梅姬颱風,積淹水災情,房屋積淹水,120.251881,22.978833,臺南市,仁德區  ,。淹水過防水閘門且淹水到民宅，約小腿肚。仁德區一甲里太乙三街86號2700466蔡先生
159458,2016-9-27 22:47,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.558353,24.234988,臺中市,沙鹿區  ,廣告招牌掛在電線上
159460,2016-9-27 22:47,梅姬颱風,民生、基礎設施災情,電力停電,121.4259,24.98739,新北市,板橋區  ,板橋區滿平街84巷74號，該處不明原因停電，請相關單位妥處。
159462,2016-9-27 22:46,梅姬颱風,民生、基礎設施災情,電力停電,120.733986,24.267169,臺中市,豐原區  ,停電
159464,2016-9-27 22:46,梅姬颱風,民生、基礎設施災情,電力停電,120.31723,22.83782,高雄市,阿蓮區  ,阿蓮區玉庫里抽水站停電無法抽水
159466,2016-9-27 22:46,梅姬颱風,積淹水災情,房屋積淹水,120.200173,23.013016,臺南市,北區   ,路面積水約30公分，71巷約12戶淹水10公分，74巷約14戶淹水10公分
159470,2016-9-27 22:45,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.657061,24.224937,臺中市,大雅區  ,電線火花
159471,2016-9-27 22:45,梅姬颱風,民生、基礎設施災情,電力停電,120.552186,24.241413,臺中市,梧棲區  ,停電
159473,2016-9-27 22:45,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.589503,23.951279,彰化縣,員林市  ,2016/09/27 22:45:11 - 電線掉落短路起火
159476,2016-9-27 22:44,梅姬颱風,民生、基礎設施災情,電力停電,120.212129,23.033188,臺南市,安南區  ,下午5點後停電
159481,2016-9-27 22:44,梅姬颱風,民生、基礎設施災情,電力停電,120.268868,22.614092,高雄市,旗津區  ,停電
159483,2016-9-27 22:44,梅姬颱風,民生、基礎設施災情,電力停電,120.528034,24.186643,臺中市,龍井區  ,龍井區舊車路89巷2弄附近大範圍不亮，剛剛聽到爆炸聲就停電
159484,2016-9-27 22:44,梅姬颱風,民生、基礎設施災情,電力停電,121.49826,25.06126,新北市,三重區  ,三重區正義南路28號，目前大規模停電，請相關單位妥處。
159486,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電力停電,120.566046,23.710875,雲林縣,斗六市  ,停電
159487,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.740828,25.11828,基隆市,仁愛區  ,路燈水泥電桿斷裂
159489,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電力停電,120.551294,24.251947,臺中市,梧棲區  ,梧棲區忠信路122號，附近一帶停電。
159490,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.639525,24.230314,臺中市,大雅區  ,電線掉落
159491,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.636017,24.134222,臺中市,南屯區  , 住家鐵皮上電線有起火花情形
159492,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電力停電,120.293822,23.133462,臺南市,善化區  ,電箱爆掉所以停電 有聽到碰一聲
159494,2016-9-27 22:43,梅姬颱風,民生、基礎設施災情,電力停電,120.564219,23.712946,雲林縣,斗六市  ,停電
159495,2016-9-27 22:42,梅姬颱風,積淹水災情,地區積淹水,120.233626,22.945225,臺南市,仁德區  ,0
159500,2016-9-27 22:42,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423266主旨:停電內文：(1999無email，不清楚可與民眾電話聯繫) 大園區中正東路10巷14-5號，停電，煩請協處。
159501,2016-9-27 22:42,梅姬颱風,民生、基礎設施災情,電力停電,120.227843,23.001911,臺南市,北區   ,該址附近皆停電
159504,2016-9-27 22:42,梅姬颱風,民生、基礎設施災情,電力停電,121.497,25.06132,新北市,三重區  ,三重區福裕街66號，該處不明原因停電，請相關單位妥處。
159505,2016-9-27 22:42,梅姬颱風,民生、基礎設施災情,電力停電,121.49984,25.06541,新北市,三重區  ,三重區文化北路39巷36號停電，請相關單位處理。
159506,2016-9-27 22:41,梅姬颱風,民生、基礎設施災情,電力停電,120.58739,24.181169,臺中市,龍井區  ,停電
159508,2016-9-27 22:41,梅姬颱風,民生、基礎設施災情,電力停電,120.307648,23.666834,雲林縣,元長鄉  ,停電
159510,2016-9-27 22:41,梅姬颱風,民生、基礎設施災情,電力停電,120.302547,22.762099,高雄市,橋頭區  ,停電
159512,2016-9-27 22:41,梅姬颱風,積淹水災情,房屋積淹水,120.228655,23.00406,臺南市,北區   ,路面積水約20公分，約20戶淹水20公分
159514,2016-9-27 22:41,梅姬颱風,民生、基礎設施災情,電力停電,120.514801,23.68151,雲林縣,斗六市  ,停電
159517,2016-9-27 22:41,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.43044,25.11663,新北市,五股區  ,五股區凌雲路三段29巷內，有盞路燈(編號:343143)倒塌，嚴重民眾通行，要求相關單位儘速前往處理，且與其聯繫，告知修復狀況及時間，請相關單位妥處。
159522,2016-9-27 22:40,梅姬颱風,民生、基礎設施災情,電力停電,120.326371,22.631373,高雄市,苓雅區  ,停電
159523,2016-9-27 22:40,梅姬颱風,積淹水災情,房屋積淹水,120.302759,23.039952,臺南市,新化區  ,據報案 虎頭埤洩洪導致 水已經淹到屋內
159525,2016-9-27 22:40,梅姬颱風,民生、基礎設施災情,電力停電,120.664842,24.188627,臺中市,北屯區  ,下午起即沒電
159530,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電力停電,120.29212,22.682118,高雄市,左營區  ,高雄市左營區東汀路107巷沿線。
159531,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電力停電,120.327532,22.638443,高雄市,三民區  ,停電
159532,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電力停電,120.301678,22.803933,高雄市,岡山區  ,忠誠路310巷沿線停電
159533,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電力停電,120.393077,22.562598,高雄市,小港區  ,小港區大坪頂里後厝路及大潭路附近停電
159534,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電力停電,120.296979,22.668485,高雄市,鼓山區  ,停電
159536,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.504974,22.682145,屏東縣,屏東市  ,2016/09/27 22:39:32 - 高壓電線電線起火花請台電派人處理
159538,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.491387,24.102166,彰化縣,和美鎮  ,招牌掉落在台電電線上
159540,2016-9-27 22:39,梅姬颱風,民生、基礎設施災情,電力停電,-999,-999,新北市,新店區  ,新店區安康路三段，該處有大範圍停電，要求相關單位儘速前往處理，請相關單位妥處。
159542,2016-9-27 22:38,梅姬颱風,民生、基礎設施災情,電力停電,120.724169,24.14292,臺中市,太平區  ,停電問題
159544,2016-9-27 22:38,梅姬颱風,民生、基礎設施災情,電力停電,121.46233,24.98316,新北市,土城區  ,土城區清水路278巷，目前大規模停電，請相關單位妥處。
159545,2016-9-27 22:37,梅姬颱風,積淹水災情,房屋積淹水,120.214387,23.017632,臺南市,北區   ,路面積水約20公分，約40戶淹水10公分高
159546,2016-9-27 22:37,梅姬颱風,積淹水災情,地區積淹水,120.335288,23.036076,臺南市,新化區  ,正興北路76號水溝旁的馬路無法排水，水淹過馬路快淹到民宅，沒看到人員搶救
159547,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.672906,24.147613,臺中市,西區   ,臺中市西區臺灣大道和美村路口SOGO電線掉落
159548,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.257368,22.942679,臺南市,仁德區  ,仁德區德崙路300號附近電線脫落
159549,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電力停電,120.649381,24.112142,臺中市,南區   ,已通報台電無法接通
159550,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電力停電,120.175185,23.151744,臺南市,佳里區  ,圍燒傷患者希望恢復電力
159551,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.525242,24.006945,彰化縣,秀水鄉  ,2016/09/27 22:37:20 - 電線斷落路面，無火花
159553,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電力停電,120.514801,23.68151,雲林縣,斗六市  ,停電
159555,2016-9-27 22:37,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.759949,25.141407,基隆市,中正區  ,2016/09/27 22:37:00 - 變電箱冒火花
159557,2016-9-27 22:36,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.323183,23.58788,雲林縣,北港鎮  ,北港鎮後溝里23號往府番里路口，電線掉落橫跨馬路，離路面約1米高，有立即性危險。
159559,2016-9-27 22:36,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.619928,24.348536,臺中市,大甲區  ,電線桿起火
159562,2016-9-27 22:36,梅姬颱風,積淹水災情,地區積淹水,120.123888,23.211302,臺南市,將軍區  ,附近已淹水
159565,2016-9-27 22:36,梅姬颱風,道路、隧道災情,路基流失,121.340356,24.838134,桃園市,復興區  ,三民里17鄰72號前路基掏空 16:50先行撤離周邊住戶，共4戶14人，後續提報災害復建工程
159568,2016-9-27 22:36,梅姬颱風,民生、基礎設施災情,電力停電,121.46033,25.16207,新北市,淡水區  ,淡水區坪頂路停電，請相關單位妥處。0928264175 高先生
159569,2016-9-27 22:36,梅姬颱風,民生、基礎設施災情,電力停電,121.51679,24.97314,新北市,新店區  ,新店區安民街269巷，目前大規模停電，請相關單位妥處。
159570,2016-9-27 22:35,梅姬颱風,民生、基礎設施災情,電力停電,120.667362,24.239187,臺中市,大雅區  ,於晚間10:45開始停電，建請修復。
159576,2016-9-27 22:35,梅姬颱風,積淹水災情,道路積淹水,120.194201,23.016311,臺南市,北區   ,路面積水約30公分
159577,2016-9-27 22:35,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.307651,23.577122,雲林縣,北港鎮  ,北港鎮太平路54巷38-24號路燈傾倒
159579,2016-9-27 22:35,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.159195,23.075114,臺南市,安南區  , 
159580,2016-9-27 22:34,梅姬颱風,積淹水災情,房屋積淹水,120.233626,22.945225,臺南市,仁德區  ,水淹至住家(市長臉書反映事項)
159584,2016-9-27 22:34,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.660662,24.172168,臺中市,西屯區  ,有一高壓電箱被風吹倒，倒在公園人行道上，已用警示圍起
159585,2016-9-27 22:34,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.155225,22.763017,臺東縣,臺東市  ,2016/09/27 22:34:34 - 報案人325187表示電線杆冒火花.
159586,2016-9-27 22:34,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.649605,24.16264,臺中市,西屯區  ,轉報表示電線桿電線冒火花
159589,2016-9-27 22:34,梅姬颱風,積淹水災情,房屋積淹水,120.08994,23.189483,臺南市,將軍區  ,淹水至1樓 屋內機械設備街故障 請求抽水
159591,2016-9-27 22:33,梅姬颱風,積淹水災情,地區積淹水,120.212129,23.033188,臺南市,安南區  ,整個路段淹水(市長臉書反映事項)
159592,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電力停電,120.323095,22.648747,高雄市,三民區  ,建德路5號至11號停電
159593,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5146,25.0896,桃園市,     ,案件編號:00423260主旨:電線垂落問題內文：(1999無email，不清楚可與民眾電話聯繫)平大溪區埔頂街200號與202號，電線垂落，疑似廣播或第四台業者的線路，煩請協處
159594,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.19709,25.067777,桃園市,大園區  , 
159595,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.31601,22.655751,高雄市,三民區  ,變電箱損壞
159596,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電力停電,120.359093,22.705483,高雄市,仁武區  ,停電。
159598,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電力停電,120.276201,22.646827,高雄市,鼓山區  ,停電
159599,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電力停電,120.534165,24.262601,臺中市,梧棲區  ,周遭附近9戶沒電，其餘皆有電
159600,2016-9-27 22:33,梅姬颱風,民生、基礎設施災情,電力停電,121.048815,22.68441,臺東縣,太麻里鄉 ,美和村1至5鄰停電，戶數約300戶。
159602,2016-9-27 22:32,梅姬颱風,民生、基礎設施災情,電力停電,120.614745,24.139808,臺中市,南屯區  ,南屯區中和巷18號，附近一帶停電。 
159604,2016-9-27 22:32,梅姬颱風,積淹水災情,地區積淹水,120.175131,22.998766,臺南市,安平區  ,淹水(市長臉書反映事項)
159605,2016-9-27 22:32,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.666102,24.14613,臺中市,西區   ,臺中市西區明義街美村路口電線掉落
159607,2016-9-27 22:32,梅姬颱風,民生、基礎設施災情,電力停電,120.140439,23.142062,臺南市,七股區  ,停電
159609,2016-9-27 22:32,梅姬颱風,民生、基礎設施災情,電力停電,120.293582,22.715168,高雄市,楠梓區  ,宏昌里6里聯合中心(高雄市楠梓區後昌路960巷)停電
159614,2016-9-27 22:31,梅姬颱風,民生、基礎設施災情,電力停電,120.218596,23.0297,臺南市,安南區  ,停電(市長臉書反映事項)
159617,2016-9-27 22:31,梅姬颱風,民生、基礎設施災情,電力停電,120.316022,22.65459,高雄市,三民區  ,管理事大樓停電(8點起等24時，剛打電話進來說會派人過去維修)
159618,2016-9-27 22:31,梅姬颱風,民生、基礎設施災情,電力停電,120.727382,24.143635,臺中市,太平區  ,停電(前後附近都有電，就該址無電)
159619,2016-9-27 22:31,梅姬颱風,積淹水災情,房屋積淹水,120.192101,23.013743,臺南市,北區   ,淹水約20公分高
159620,2016-9-27 22:31,梅姬颱風,民生、基礎設施災情,電力停電,120.294693,22.79824,高雄市,岡山區  ,岡山路371號整排停電
159625,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.312922,22.714864,高雄市,楠梓區  ,台電公司電線掉落封住巷口
159626,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電力停電,120.645303,24.222295,臺中市,大雅區  ,停電
159627,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電力停電,120.193245,23.03044,臺南市,安南區  ,停電又淹水(市長臉書反映事項)
159628,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電力停電,120.590028,24.23075,臺中市,沙鹿區  ,從下午1時起開始停電迄，附近鄰居都已復電，要求電台電回覆說明預計復電時間並希望儘速修復。
159630,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.61967,24.347432,臺中市,大甲區  ,何嘉仁後面巷道臺電塑膠管發生火花
159631,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.355941,22.51469,高雄市,小港區  ,電線掉落疑似斷掉(影響公共安全)
159635,2016-9-27 22:30,梅姬颱風,積淹水災情,地區積淹水,120.193664,23.012161,臺南市,北區   ,淹水過膝(市長臉書反映事項)
159636,2016-9-27 22:30,梅姬颱風,民生、基礎設施災情,電力停電,120.35974,22.512772,高雄市,小港區  ,高雄市小港區鳳鳴里辦公處全里停電
159641,2016-9-27 22:29,梅姬颱風,民生、基礎設施災情,電力停電,120.561411,24.23846,臺中市,沙鹿區  ,沙鹿區和平街18號，附近一帶停電。
159642,2016-9-27 22:29,梅姬颱風,民生、基礎設施災情,電力停電,120.28323,22.792534,高雄市,岡山區  ,停電
159643,2016-9-27 22:29,梅姬颱風,積淹水災情,道路積淹水,120.219179,23.01037,臺南市,北區   ,積水約5公分高
159645,2016-9-27 22:29,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.16703,24.908426,桃園市,楊梅區  ,裕成里整個里全部停電 ==================== 裕成里整個里全部停電。 
159646,2016-9-27 22:29,梅姬颱風,民生、基礎設施災情,電力停電,120.647427,24.284251,臺中市,神岡區  ,電線與鐵皮屋廠房摩擦產生火花，恐有危險性，建請協助處理。
159647,2016-9-27 22:29,梅姬颱風,民生、基礎設施災情,電力停電,121.261959,24.954853,桃園市,中壢區  ,桃園市中壢區仁德里榮民新村--停電
159648,2016-9-27 22:28,梅姬颱風,積淹水災情,地區積淹水,120.22587,22.999818,臺南市,東區   ,小東路附近積水(市長臉書反映事項)
159649,2016-9-27 22:28,梅姬颱風,民生、基礎設施災情,電力停電,120.215496,22.967259,臺南市,南區   ,南區國民路501巷42號外面電表被電欖弄壞。邱先生2152056。 
159651,2016-9-27 22:28,梅姬颱風,積淹水災情,道路積淹水,120.221066,23.006623,臺南市,北區   ,約3戶淹水15公分高
159655,2016-9-27 22:27,梅姬颱風,民生、基礎設施災情,電力停電,120.190185,23.028418,臺南市,安南區  ,郡安路附近社區皆停電(市長臉書反映事項)
159657,2016-9-27 22:27,梅姬颱風,民生、基礎設施災情,電力停電,120.552446,24.251696,臺中市,梧棲區  ,停電
159658,2016-9-27 22:27,梅姬颱風,民生、基礎設施災情,電力停電,120.639525,24.230314,臺中市,大雅區  ,從下午3時起開始停電迄，希望儘速修復。
159665,2016-9-27 22:26,梅姬颱風,民生、基礎設施災情,電力停電,120.320208,22.650378,高雄市,三民區  ,停電
159666,2016-9-27 22:26,梅姬颱風,民生、基礎設施災情,電力停電,121.51805,24.97451,新北市,新店區  ,新店區安民街322巷，該處有大範圍停電，要求相關單位儘速前往處理，請相關單位妥處。
159667,2016-9-27 22:25,梅姬颱風,民生、基礎設施災情,電力停電,120.327799,22.63792,高雄市,三民區  ,三民區大順三路365-379號停電
159668,2016-9-27 22:25,梅姬颱風,積淹水災情,地區積淹水,120.192109,22.99742,臺南市,中西區  ,因臨安路跟民權路大淹水，導致濟生街這被水灌進來(市長臉書反映事項)
159669,2016-9-27 22:25,梅姬颱風,民生、基礎設施災情,電力停電,120.383884,22.655237,高雄市,鳥松區  ,停電。
159670,2016-9-27 22:25,梅姬颱風,民生、基礎設施災情,電力停電,120.662607,24.188816,臺中市,北屯區  ,北屯區后庄路上(範圍從后庄七街到后庄五街)
159671,2016-9-27 22:25,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.661042,24.146378,臺中市,西區   ,臺中市西區向上南路1段昇平街口電線掉落
159674,2016-9-27 22:24,梅姬颱風,積淹水災情,房屋積淹水,120.304163,23.04391,臺南市,新化區  , 
159675,2016-9-27 22:24,梅姬颱風,積淹水災情,道路積淹水,120.673454,24.201834,臺中市,北屯區  ,北屯區環中路與更生巷，往市區方向，路段積水，需抽水機抽水
159676,2016-9-27 22:24,梅姬颱風,積淹水災情,地區積淹水,120.173457,23.05044,臺南市,安南區  ,淹水半個輪胎高(市長臉書反映事項)
159680,2016-9-27 22:24,梅姬颱風,積淹水災情,道路積淹水,120.268704,22.775928,高雄市,岡山區  ,台19甲路上，頂潭路福德祠至筧橋加油站淹水30公分
159681,2016-9-27 22:24,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.61399,24.138848,臺中市,南屯區  ,近監獄，纜線被路樹壓倒，一兩百公尺斷裂
159682,2016-9-27 22:24,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.416259,23.431888,嘉義縣,水上鄉  ,房屋烤潻板搖晃撞電線桿引起火花
159684,2016-9-27 22:23,梅姬颱風,民生、基礎設施災情,電力停電,120.650392,24.168451,臺中市,西屯區  ,西屯區洛陽路125巷47號，林鼎願景大樓一期，該大樓一半住戶無電可用，陳情人表示變電箱在地下室，台電未確實供電
159686,2016-9-27 22:23,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423254主旨:需緊急供電問題內文：(1999無email，不清楚可與民眾電話聯繫)平鎮區新光路4段198巷150號，家中兩老需用使用呼吸系統，但目前已停電一段時間，呼吸系統供電快不足，需緊急處理，煩請協處
159687,2016-9-27 22:23,梅姬颱風,積淹水災情,房屋積淹水,120.261215,23.025186,臺南市,永康區  ,永大路二段1526巷2弄2號德富大樓。頂樓排水孔。水滿積出來至各層，風大雨大很難至外頭，可否有支援
159688,2016-9-27 22:23,梅姬颱風,積淹水災情,地區積淹水,120.086786,23.190236,臺南市,將軍區  ,海水倒灌淹水至膝蓋
159689,2016-9-27 22:23,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.611583,24.135623,臺中市,南屯區  ,電桿倒塌電線斷掉
159690,2016-9-27 22:22,梅姬颱風,民生、基礎設施災情,電力停電,120.293152,22.798085,高雄市,岡山區  ,城市大樓建築物全棟停電
159691,2016-9-27 22:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.230526,24.990635,桃園市,中壢區  ,消防局青埔分隊小隊長回報，車巡發現上述地址有鐵皮掛在電線上，請派員處理。
159693,2016-9-27 22:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.553127,24.031,彰化縣,花壇鄉  ,2016/09/27 22:22:42 - 0932-604523，變電箱起火
159695,2016-9-27 22:22,梅姬颱風,民生、基礎設施災情,電力停電,120.194979,23.035957,臺南市,安南區  ,停電
159697,2016-9-27 22:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.216933,22.985867,臺南市,東區   ,臺南市東區光華街100號電線掉落，有危險疑慮
159698,2016-9-27 22:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.216933,22.985867,臺南市,東區   ,臺南市東區光華街100號電線掉落，有危險疑慮
159700,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電力停電,120.735416,24.263122,臺中市,豐原區  ,附近大範圍停電
159701,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.323169,22.72574,高雄市,楠梓區  ,高壓電線冒出火花
159702,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電力停電,120.644259,24.111943,臺中市,烏日區  ,停電問題(近環中路上的電線桿編號17896上變電箱跳掉)
159704,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電力停電,120.679358,24.215069,臺中市,潭子區  ,七里香社區、東寶國小一帶停電
159705,2016-9-27 22:21,梅姬颱風,積淹水災情,道路積淹水,120.187935,23.010535,臺南市,北區   ,淹水不退
159707,2016-9-27 22:21,梅姬颱風,積淹水災情,房屋積淹水,120.224125,22.97324,臺南市,東區   ,屋頂採光罩掀開 導至屋內積水 且 採光罩掉到路面影響用路人安全
159708,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電力停電,120.289933,22.686362,高雄市,左營區  ,西陵街停電已久，吳里長詢問何時復電
159709,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電力停電,120.590028,24.23075,臺中市,沙鹿區  ,表示從下午2點開始停電至晚間10點還持續，已造成不方便，建請儘速修復。
159710,2016-9-27 22:21,梅姬颱風,積淹水災情,地區積淹水,120.194953,23.003071,臺南市,北區   ,整個巷子淹水(市長臉書反映事項)
159711,2016-9-27 22:21,梅姬颱風,民生、基礎設施災情,電力停電,120.54253,24.16883,臺中市,大肚區  ,整排住戶無電可用，但路燈正常放亮
159715,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.368003,22.586263,高雄市,小港區  ,皇家B棟18：30停電
159716,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.276598,22.659408,高雄市,鼓山區  ,停電
159718,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.303318,25.006556,桃園市,桃園區  , 
159720,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.134025,23.282581,臺南市,北門區  ,全部停電
159721,2016-9-27 22:20,梅姬颱風,積淹水災情,房屋積淹水,120.158908,23.382605,嘉義縣,布袋鎮  , 布袋公所來電回報稱，因抽水站斷電抽水機無法啟動，已加派台電人員前往處理。
159722,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.283153,22.793123,高雄市,岡山區  ,前峰里育英路32~70號、前峰路63巷、大公路段停電
159723,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.606271,24.269566,臺中市,清水區  ,上午11：00起停電迄今，影響生活，希望儘速修復。
159724,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.354388,22.734314,高雄市,大社區  ,為何有此狀況？為何每逢颱風必停電
159725,2016-9-27 22:20,梅姬颱風,民生、基礎設施災情,電力停電,120.293095,22.666408,高雄市,鼓山區  ,鼓山區華寧路附近停電
159729,2016-9-27 22:19,梅姬颱風,民生、基礎設施災情,電力停電,120.302422,22.806747,高雄市,岡山區  ,該區域停電
159731,2016-9-27 22:19,梅姬颱風,民生、基礎設施災情,電力停電,120.560984,24.278859,臺中市,清水區  ,停電
159732,2016-9-27 22:19,梅姬颱風,民生、基礎設施災情,電力停電,121.007327,24.792706,新竹市,東區   ,路燈不亮
159733,2016-9-27 22:18,梅姬颱風,民生、基礎設施災情,電力停電,120.313997,23.036398,臺南市,新化區  ,整條路停電
159734,2016-9-27 22:18,梅姬颱風,積淹水災情,房屋積淹水,120.196199,23.005709,臺南市,北區   ,546巷約30戶淹水12公分，572巷約30戶淹水15公分高，596巷約20戶淹水12公分，618巷約25戶淹水(其中6戶30公分，19戶20公分)
159735,2016-9-27 22:18,梅姬颱風,積淹水災情,房屋積淹水,120.645173,22.994927,高雄市,六龜區  ,獨居老人家中淹水 淹水已排除，暫無安置需求(社會局回報)
159736,2016-9-27 22:18,梅姬颱風,民生、基礎設施災情,電力停電,120.317888,22.639161,高雄市,三民區  ,停電
159738,2016-9-27 22:18,梅姬颱風,積淹水災情,道路積淹水,120.339726,22.73153,高雄市,楠梓區  ,楠梓分局報告： 本轄高速公路東側道路（興東路與興楠路路口）至（興東路與旗楠路路口）積水己達25公分以上，己指派警網前往警戒，並封鎖人車進入，引導車流至替代道路行駛，己通知區公所及相關單位到場處理。
159739,2016-9-27 22:18,梅姬颱風,民生、基礎設施災情,電力停電,120.248936,23.467266,嘉義縣,朴子市  ,停電
159740,2016-9-27 22:18,梅姬颱風,民生、基礎設施災情,電力停電,120.372681,22.789307,高雄市,燕巢區  ,停電(整條路停電)
159741,2016-9-27 22:18,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423253主旨:停電問題內文：(1999無email，不清楚可與民眾電話聯繫)平鎮區中正五路39號，傳家寶社區都停電，煩請協處
